competition,result,round,group,rane,finish,athlete_id,tournament_id,grade,established_date,information,condition,official
man_800m,116800,記録会,"","","",15,3,,1999-11-28,,,true
man_5000m,938500,,"","","",25,4,,2001-01-01,,,true
man_5000m,946490,,"","","",27,5,,2001-01-01,,,true
woman_800m,162330,,"","","",28,6,,2001-01-01,,,true
man_5000m,946600,,"","","",25,5,,2001-01-01,,,true
man_5000m,948940,予選,"","","",130,7,,2001-01-01,,,true
man_5000m,951200,,"","","",27,5,,2001-01-01,,,true
man_5000m,952000,,"","","",27,4,,2001-01-01,,,true
man_5000m,958610,,"","","",131,5,,2001-01-01,,,true
man_1500m,246990,決勝,"","","",23,7,,2001-01-01,,,true
man_5000m,963100,,"","","",131,5,,2001-01-01,,,true
man_5000m,963100,予選,"","","",25,7,,2001-01-01,,,true
woman_800m,153000,,"","","",28,4,,2001-01-01,,,true
man_5000m,964980,予選,"","","",27,9,,2001-01-01,,,true
man_1500m,248900,記録会,"","","",130,10,,2001-01-01,,,true
man_1500m,248900,,"","","",130,10,,2001-01-01,,,true
man_5000m,967000,,"","","",23,4,,2001-01-01,,,true
man_5000m,967700,,"","","",131,8,,2001-01-01,,,true
woman_800m,152860,予選,"","","",28,7,,2001-01-01,,,true
woman_800m,155520,決勝,"","","",28,7,,2001-01-01,,,true
man_5000m,968780,,"","","",25,6,,2001-01-01,,,true
man_5000m,978480,OP,"","","",27,7,,2001-01-01,,,true
man_10000m,2016100,決勝,"","","",25,9,,2001-01-01,,,true
man_3000mSC,585070,予選,"","","",23,9,,2001-01-01,,,true
man_3000mSC,606610,決勝,"","","",23,9,,2001-01-01,,,true
woman_800m,156560,予選,"","","",28,9,,2001-01-01,,,true
man_800m,120500,準決勝,"","","",36,9,,2001-01-01,,,true
man_1500m,250200,,"","","",23,11,,2001-01-01,,,true
man_5000m,980580,,"","","",27,6,,2001-01-01,,,true
man_5000m,982350,決勝,"","","",130,12,,2001-01-01,,,true
woman_800m,157820,決勝,"","","",28,13,,2001-01-01,,,true
man_5000m,985080,,"","","",36,5,,2001-01-01,,,true
man_5000m,985770,,"","","",35,5,,2001-01-01,,,true
man_5000m,986220,予選,"","","",131,7,,2001-01-01,,,true
man_5000m,986660,,"","","",21,5,,2001-01-01,,,true
man_5000m,986760,,"","","",27,10,,2001-01-01,,,true
man_5000m,988090,,"","","",25,5,,2001-01-01,,,true
man_5000m,991700,,"","","",27,11,,2001-01-01,,,true
man_5000m,992320,決勝,"","","",130,7,,2001-01-01,,,true
man_5000m,994710,決勝,"","","",27,13,,2001-01-01,,,true
man_5000m,997550,決勝,"","","",27,12,,2001-01-01,,,true
man_5000m,998700,,"","","",25,11,,2001-01-01,,,true
man_1500m,251800,,"","","",23,10,,2001-01-01,,,true
man_5000m,998810,決勝,"","","",25,13,,2001-01-01,,,true
man_5000m,1000000,,"","","",130,14,,2001-01-01,,,true
man_5000m,1001700,予選,"","","",131,9,,2001-01-01,,,true
man_5000m,1006420,決勝,"","","",131,12,,2001-01-01,,,true
man_800m,121420,準決勝,"","","",36,7,,2001-01-01,,,true
man_1500m,252270,予選,"","","",23,9,,2001-01-01,,,true
man_5000m,1008600,,"","","",27,14,,2001-01-01,,,true
man_5000m,1019870,,"","","",35,10,,2001-01-01,,,true
man_5000m,1020360,OP,"","","",25,9,,2001-01-01,,,true
man_5000m,1021090,,"","","",23,5,,2001-01-01,,,true
man_5000m,1036430,,"","","",35,6,,2001-01-01,,,true
man_5000m,1055300,,"","","",35,14,,2001-01-01,,,true
man_1500m,253300,決勝,"","","",131,12,,2001-01-01,,,true
man_5000m,1056200,,"","","",36,14,,2001-01-01,,,true
man_800m,121700,,"","","",36,4,,2001-01-01,,,true
man_800m,122300,,"","","",36,14,,2001-01-01,,,true
man_1500m,253790,OP,"","","",25,7,,2001-01-01,,,true
man_800m,122440,予選,"","","",36,9,,2001-01-01,,,true
man_1500m,253970,決勝,"","","",130,13,,2001-01-01,,,true
man_1500m,254220,予選,"","","",130,9,,2001-01-01,,,true
man_1500m,254300,予選,"","","",23,7,,2001-01-01,,,true
man_800m,122800,,"","","",21,5,,2001-01-01,,,true
man_800m,122900,,"","","",36,5,,2001-01-01,,,true
man_1500m,254700,,"","","",25,4,,2001-01-01,,,true
man_800m,123220,,"","","",36,10,,2001-01-01,,,true
man_800m,123450,予選,"","","",36,12,,2001-01-01,,,true
man_1500m,255100,,"","","",23,8,,2001-01-01,,,true
man_1500m,255400,,"","","",25,11,,2001-01-01,,,true
man_800m,123550,決勝,"","","",36,13,,2001-01-01,,,true
man_1500m,255890,決勝,"","","",23,13,,2001-01-01,,,true
man_800m,123600,予選,"","","",36,7,,2001-01-01,,,true
man_1500m,256200,,"","","",131,8,,2001-01-01,,,true
man_1500m,256400,,"","","",36,4,,2001-01-01,,,true
man_1500m,256700,,"","","",27,4,,2001-01-01,,,true
man_800m,124410,予選,"","","",36,13,,2001-01-01,,,true
man_1500m,258390,予選,"","","",131,12,,2001-01-01,,,true
man_800m,124500,,"","","",36,8,,2001-01-01,,,true
man_1500m,258740,OP,"","","",36,9,,2001-01-01,,,true
man_1500m,259170,予選,"","","",130,7,,2001-01-01,,,true
man_800m,124800,,"","","",21,8,,2001-01-01,,,true
man_1500m,259800,,"","","",27,11,,2001-01-01,,,true
man_1500m,260500,,"","","",36,10,,2001-01-01,,,true
man_800m,125700,予選,"","","",21,7,,2001-01-01,,,true
man_800m,125920,予選,"","","",21,9,,2001-01-01,,,true
man_1500m,262640,予選,"","","",131,7,,2001-01-01,,,true
man_1500m,263400,予選,"","","",131,9,,2001-01-01,,,true
man_1500m,266940,OP,"","","",21,9,,2001-01-01,,,true
man_800m,127880,,"","","",21,6,,2001-01-01,,,true
man_1500m,278200,,"","","",21,11,,2001-01-01,,,true
man_1500m,282460,OP,"","","",21,7,,2001-01-01,,,true
man_800m,129840,予選,"","","",21,12,,2001-01-01,,,true
man_800m,131270,予選,"","","",21,13,,2001-01-01,,,true
man_800m,133300,,"","","",21,11,,2001-01-01,,,true
man_5000m,968780,,"","","",25,6,,2001-01-01,,,true
man_5000m,980580,,"","","",27,6,,2001-01-01,,,true
man_5000m,1036430,,"","","",35,6,,2001-01-01,,,true
woman_800m,162330,,"","","",28,6,,2001-01-01,,,true
man_800m,127880,,"","","",21,6,,2001-01-01,,,true
woman_800m,160000,OP,"","","",28,15,,2002-04-14,,,true
man_5000m,951000,,"","","",27,5,,2001-01-01,,,true
man_5000m,976600,,"","","",25,5,,2001-01-01,,,true
man_5000m,996800,,"","","",35,5,,2001-01-01,,,true
man_800m,122800,,"","","",36,5,,2001-01-01,,,true
man_800m,124500,,"","","",21,5,,2001-01-01,,,true
man_1500m,251700,,"","","",25,5,,2001-01-01,,,true
man_5000m,941000,,"","","",27,5,,2001-01-01,,,true
woman_800m,156200,,"","","",28,5,,2001-01-01,,,true
man_800m,122600,,"","","",36,5,,2001-01-01,,,true
man_5000m,945500,決勝,"","","",27,18,,2002-05-25,,,true
man_5000m,957290,決勝,"","","",25,18,,2002-05-25,,,true
man_5000m,987180,決勝,"","","",35,18,,2002-05-25,,,true
woman_800m,153080,決勝,"","","",28,18,,2002-05-25,,,true
man_800m,123530,予選,"","","",21,18,,2002-05-25,,,true
man_800m,125520,予選,"","","",36,18,,2002-05-25,,,true
man_5000m,941200,,"","","",27,5,,2001-01-01,,,true
man_5000m,957100,,"","","",25,5,,2001-01-01,,,true
man_5000m,984600,,"","","",35,5,,2001-01-01,,,true
woman_800m,151300,,"","","",28,5,,2001-01-01,,,true
man_800m,123200,,"","","",36,5,,2001-01-01,,,true
man_800m,123800,,"","","",21,5,,2001-01-01,,,true
man_5000m,949780,,"","","",27,19,,2002-06-16,,,true
man_5000m,1002380,,"","","",25,19,,2002-06-16,,,true
man_800m,124280,,"","","",36,19,,2002-06-16,,,true
man_1500m,259710,,"","","",23,19,,2002-06-16,,,true
man_5000m,940600,,"","","",27,21,,2002-07-06,,,true
man_5000m,987000,,"","","",35,21,,2002-07-06,,,true
woman_800m,153530,,"","","",28,22,,2002-07-07,,,true
man_1500m,261820,,"","","",27,22,,2002-07-07,,,true
man_1500m,265820,,"","","",23,22,,2002-07-07,,,true
man_800m,127470,,"","","",21,22,,2002-07-07,,,true
man_800m,132790,,"","","",36,22,,2002-07-07,,,true
man_5000m,973950,決勝,"","","",27,23,,2002-08-10,,,true
man_5000m,1005680,決勝,"","","",25,23,,2002-08-10,,,true
woman_800m,151820,決勝,"","","",28,23,,2002-08-10,,,true
man_1500m,257010,決勝,"","","",27,23,,2002-08-10,,,true
man_1500m,258640,決勝,"","","",25,23,,2002-08-10,,,true
man_800m,126080,予選,"","","",21,23,,2002-08-10,,,true
man_1500m,265620,決勝,"","","",23,23,,2002-08-10,,,true
man_800m,127920,決勝,"","","",21,23,,2002-08-10,,,true
man_800m,128950,予選,"","","",36,23,,2002-08-10,,,true
man_800m,129030,予選,"","","",132,23,,2002-08-10,,,true
man_1500m,251870,予選,"","","",23,24,,2002-09-21,,,true
man_800m,121440,準決勝,"","","",132,24,,2002-09-21,,,true
man_5000m,918700,決勝,"","","",27,24,,2002-09-21,,,true
man_5000m,947800,予選,"","","",27,24,,2002-09-21,,,true
man_5000m,971070,OP,"","","",23,24,,2002-09-21,,,true
man_5000m,987220,予選,"","","",25,24,,2002-09-21,,,true
man_5000m,1008080,予選,"","","",35,24,,2002-09-21,,,true
man_3000mSC,639480,予選,"","","",35,24,,2002-09-21,,,true
man_800m,122870,準決勝,"","","",21,24,,2002-09-21,,,true
man_800m,123610,予選,"","","",21,24,,2002-09-21,,,true
man_800m,124250,予選,"","","",36,24,,2002-09-21,,,true
man_800m,125170,予選,"","","",132,24,,2002-09-21,,,true
man_1500m,261120,予選,"","","",25,24,,2002-09-21,,,true
man_1500m,265510,予選,"","","",21,24,,2002-09-21,,,true
man_1500m,265550,OP,"","","",132,24,,2002-09-21,,,true
man_800m,129490,準決勝,"","","",36,24,,2002-09-21,,,true
man_1500m,249060,予選,"","","",23,25,,2002-10-04,,,true
man_800m,121840,準決勝,"","","",21,25,,2002-10-04,,,true
man_800m,122590,予選,"","","",36,25,,2002-10-04,,,true
man_5000m,926320,決勝,"","","",27,25,,2002-10-04,,,true
man_5000m,968640,決勝,"","","",25,25,,2002-10-04,,,true
man_5000m,972950,決勝,"","","",35,25,,2002-10-04,,,true
man_10000m,2223960,,"","","",25,25,,2002-10-04,,,true
man_10000m,1998730,,"","","",27,25,,2002-10-04,,,true
man_3000mSC,585960,決勝,"","","",23,25,,2002-10-04,,,true
man_3000mSC,619590,決勝,"","","",35,25,,2002-10-04,,,true
woman_800m,160160,予選,"","","",28,25,,2002-10-04,,,true
man_800m,123080,予選,"","","",21,25,,2002-10-04,,,true
man_1500m,255040,予選,"","","",21,25,,2002-10-04,,,true
man_800m,123990,予選,"","","",132,25,,2002-10-04,,,true
man_800m,124180,準決勝,"","","",36,25,,2002-10-04,,,true
man_1500m,261900,予選,"","","",36,25,,2002-10-04,,,true
man_1500m,292700,OP,"","","",133,25,,2002-10-04,,,true
man_1500m,253000,,"","","",27,26,,2002-11-02,,,true
man_5000m,929300,,"","","",25,26,,2002-11-02,,,true
man_5000m,934100,,"","","",27,26,,2002-11-02,,,true
man_5000m,962000,,"","","",35,26,,2002-11-02,,,true
man_5000m,996900,,"","","",23,26,,2002-11-02,,,true
man_1500m,255400,,"","","",35,26,,2002-11-02,,,true
man_1500m,259900,,"","","",25,26,,2002-11-02,,,true
man_800m,123050,MD,"","","",132,27,,2002-11-03,,,true
man_800m,123100,MD,"","","",21,27,,2002-11-03,,,true
man_1500m,256550,MD,"","","",21,27,,2002-11-03,,,true
man_800m,126640,MD,"","","",36,27,,2002-11-03,,,true
man_1500m,265900,MD,"","","",36,27,,2002-11-03,,,true
man_1500m,270190,MD,"","","",132,27,,2002-11-03,,,true
man_1500m,252300,,"","","",23,29,,2002-11-17,,,true
man_5000m,913700,,"","","",27,29,,2002-11-17,,,true
man_5000m,954900,,"","","",35,29,,2002-11-17,,,true
man_5000m,972900,,"","","",25,29,,2002-11-17,,,true
man_800m,127200,,"","","",21,29,,2002-11-17,,,true
man_800m,131200,,"","","",36,29,,2002-11-17,,,true
man_5000m,968310,,"","","",25,30,,2002-12-01,,,true
man_5000m,930930,,"","","",27,31,,2003-03-30,,,true
man_5000m,975270,,"","","",35,31,,2003-03-30,,,true
man_5000m,978480,,"","","",132,31,,2003-03-30,,,true
man_5000m,992370,,"","","",23,31,,2003-03-30,,,true
man_5000m,999730,,"","","",36,31,,2003-03-30,,,true
man_10000m,2046500,,"","","",25,31,,2003-03-30,,,true
man_10000m,1983200,,"","","",27,31,,2003-03-30,,,true
man_1500m,264100,,"","","",36,31,,2003-03-30,,,true
man_5000m,929200,,"","","",27,35,,2003-04-29,,,true
man_5000m,960900,,"","","",25,35,,2003-04-29,,,true
man_5000m,993100,,"","","",35,35,,2003-04-29,,,true
woman_800m,157400,,"","","",28,35,,2003-04-29,,,true
man_800m,123900,,"","","",132,35,,2003-04-29,,,true
man_800m,124700,,"","","",36,35,,2003-04-29,,,true
man_800m,125000,,"","","",21,35,,2003-04-29,,,true
man_5000m,931210,決勝,"","","",27,37,,2003-05-31,,,true
man_5000m,940050,決勝,"","","",25,37,,2003-05-31,,,true
man_5000m,972420,決勝,"","","",35,37,,2003-05-31,,,true
woman_800m,152950,決勝,"","","",28,37,,2003-05-31,,,true
man_1500m,258270,決勝,"","","",23,37,,2003-05-31,,,true
man_800m,124800,予選,"","","",36,37,,2003-05-31,,,true
man_800m,126110,予選,"","","",21,37,,2003-05-31,,,true
man_800m,126280,決勝,"","","",36,37,,2003-05-31,,,true
man_1500m,275820,決勝,"","","",42,37,,2003-05-31,,,true
man_800m,122270,,"","","",132,39,,2003-06-15,,,true
man_5000m,939470,,"","","",27,39,,2003-06-15,,,true
man_5000m,955350,,"","","",25,39,,2003-06-15,,,true
man_5000m,987270,,"","","",35,39,,2003-06-15,,,true
man_5000m,1013100,,"","","",39,39,,2003-06-15,,,true
man_1500m,254890,,"","","",23,39,,2003-06-15,,,true
man_1500m,261900,,"","","",34,39,,2003-06-15,,,true
man_1500m,265780,,"","","",42,39,,2003-06-15,,,true
man_1500m,249100,,"","","",132,40,,2003-06-29,,,true
man_1500m,254600,,"","","",23,40,,2003-06-29,,,true
man_5000m,929900,,"","","",27,40,,2003-06-29,,,true
man_5000m,1006900,,"","","",39,40,,2003-06-29,,,true
man_1500m,259100,,"","","",34,40,,2003-06-29,,,true
man_800m,125300,,"","","",21,40,,2003-06-29,,,true
man_1500m,268160,,"","","",42,40,,2003-06-29,,,true
man_1500m,284700,,"","","",134,40,,2003-06-29,,,true
man_800m,130700,,"","","",36,40,,2003-06-29,,,true
man_5000m,962350,決勝,"","","",27,41,,2003-08-09,,,true
man_5000m,972630,決勝,"","","",25,41,,2003-08-09,,,true
man_5000m,994900,決勝,"","","",35,41,,2003-08-09,,,true
man_5000m,1017900,OP,"","","",39,41,,2003-08-09,,,true
man_5000m,1059490,OP,"","","",23,41,,2003-08-09,,,true
man_3000mSC,703820,OP,"","","",21,41,,2003-08-09,,,true
man_1500m,260340,決勝,"","","",23,41,,2003-08-09,,,true
man_800m,127360,決勝,"","","",132,41,,2003-08-09,,,true
man_800m,127560,予選,"","","",132,41,,2003-08-09,,,true
man_1500m,268950,決勝,"","","",34,41,,2003-08-09,,,true
man_1500m,270500,決勝,"","","",42,41,,2003-08-09,,,true
man_800m,129620,予選,"","","",21,41,,2003-08-09,,,true
man_800m,130060,予選,"","","",36,41,,2003-08-09,,,true
man_800m,130920,OP,"","","",34,41,,2003-08-09,,,true
man_1500m,301310,OP,"","","",134,41,,2003-08-09,,,true
man_800m,139290,OP,"","","",42,41,,2003-08-09,,,true
man_800m,146070,OP,"","","",36,41,,2003-08-09,,,true
man_5000m,919080,決勝,"","","",27,42,,2003-09-20,,,true
man_5000m,935370,予選,"","","",25,42,,2003-09-20,,,true
man_5000m,943520,予選,"","","",27,42,,2003-09-20,,,true
man_5000m,954240,決勝,"","","",25,42,,2003-09-20,,,true
man_5000m,973440,予選,"","","",35,42,,2003-09-20,,,true
man_5000m,998080,OP,"","","",39,42,,2003-09-20,,,true
man_3000mSC,631100,予選,"","","",39,42,,2003-09-20,,,true
man_3000mSC,670070,予選,"","","",21,42,,2003-09-20,,,true
man_1500m,258210,予選,"","","",23,42,,2003-09-20,,,true
man_800m,125780,予選,"","","",34,42,,2003-09-20,,,true
man_1500m,262850,予選,"","","",34,42,,2003-09-20,,,true
man_800m,126490,予選,"","","",36,42,,2003-09-20,,,true
man_1500m,264700,OP,"","","",132,42,,2003-09-20,,,true
man_1500m,267580,OP,"","","",42,42,,2003-09-20,,,true
man_1500m,267800,予選,"","","",21,42,,2003-09-20,,,true
man_800m,127870,準決勝,"","","",34,42,,2003-09-20,,,true
man_800m,129250,準決勝,"","","",36,42,,2003-09-20,,,true
man_1500m,285700,OP,"","","",134,42,,2003-09-20,,,true
man_800m,131890,予選,"","","",132,42,,2003-09-20,,,true
man_800m,132150,準決勝,"","","",132,42,,2003-09-20,,,true
man_1500m,253230,OP,"","","",34,43,,2003-10-03,,,true
man_800m,122990,予選,"","","",34,43,,2003-10-03,,,true
man_5000m,915940,決勝,"","","",27,43,,2003-10-03,,,true
man_5000m,952380,決勝,"","","",25,43,,2003-10-03,,,true
man_5000m,975600,決勝,"","","",39,43,,2003-10-03,,,true
man_5000m,983130,決勝,"","","",35,43,,2003-10-03,,,true
man_10000m,1984900,決勝,"","","",25,43,,2003-10-03,,,true
man_10000m,2031570,決勝,"","","",35,43,,2003-10-03,,,true
man_10000m,1906470,決勝,"","","",27,43,,2003-10-03,,,true
man_3000mSC,619770,決勝,"","","",23,43,,2003-10-03,,,true
man_1500m,256740,予選,"","","",23,43,,2003-10-03,,,true
man_1500m,257580,OP,"","","",36,43,,2003-10-03,,,true
man_800m,124680,予選,"","","",21,43,,2003-10-03,,,true
man_800m,125360,予選,"","","",132,43,,2003-10-03,,,true
man_1500m,261090,OP,"","","",39,43,,2003-10-03,,,true
man_1500m,261800,予選,"","","",132,43,,2003-10-03,,,true
man_1500m,262370,予選,"","","",34,43,,2003-10-03,,,true
man_1500m,264690,OP,"","","",42,43,,2003-10-03,,,true
man_1500m,271300,OP,"","","",132,43,,2003-10-03,,,true
man_1500m,279810,OP,"","","",134,43,,2003-10-03,,,true
man_1500m,279850,OP,"","","",21,43,,2003-10-03,,,true
man_800m,123200,,"","","",34,44,,2003-10-11,,,true
man_5000m,912800,,"","","",27,44,,2003-10-11,,,true
man_5000m,934300,,"","","",25,44,,2003-10-11,,,true
man_5000m,950000,,"","","",39,44,,2003-10-11,,,true
man_5000m,959400,,"","","",35,44,,2003-10-11,,,true
man_800m,125800,,"","","",36,44,,2003-10-11,,,true
man_800m,126900,,"","","",132,44,,2003-10-11,,,true
man_1500m,264200,,"","","",42,44,,2003-10-11,,,true
man_800m,130200,,"","","",21,44,,2003-10-11,,,true
man_1500m,252220,OP,"","","",23,45,,2003-11-01,,,true
man_1500m,252250,OP,"","","",25,45,,2003-11-01,,,true
man_1500m,254240,OP,"","","",34,45,,2003-11-01,,,true
man_1500m,255960,OP,"","","",27,45,,2003-11-01,,,true
man_5000m,984700,OP,"","","",35,45,,2003-11-01,,,true
man_1500m,257680,OP,"","","",36,45,,2003-11-01,,,true
man_1500m,258820,OP,"","","",39,45,,2003-11-01,,,true
man_1500m,267160,OP,"","","",35,45,,2003-11-01,,,true
man_1500m,267930,OP,"","","",132,45,,2003-11-01,,,true
man_800m,121600,,"","","",132,46,,2003-11-09,,,true
man_800m,122300,,"","","",34,46,,2003-11-09,,,true
man_5000m,957600,,"","","",39,46,,2003-11-09,,,true
man_800m,127600,,"","","",36,46,,2003-11-09,,,true
man_1500m,255000,,"","","",34,47,,2003-11-16,,,true
man_5000m,943000,,"","","",27,47,,2003-11-16,,,true
man_5000m,988800,,"","","",35,47,,2003-11-16,,,true
man_5000m,1000800,,"","","",25,47,,2003-11-16,,,true
woman_800m,159900,,"","","",28,47,,2003-11-16,,,true
man_1500m,257200,,"","","",23,47,,2003-11-16,,,true
man_800m,124600,,"","","",132,47,,2003-11-16,,,true
man_800m,124800,,"","","",36,47,,2003-11-16,,,true
man_800m,125800,,"","","",21,47,,2003-11-16,,,true
man_1500m,268400,,"","","",42,47,,2003-11-16,,,true
man_5000m,927310,,"","","",27,48,,2003-11-30,,,true
man_5000m,966650,,"","","",25,48,,2003-11-30,,,true
man_5000m,969070,,"","","",39,48,,2003-11-30,,,true
man_5000m,979770,,"","","",34,48,,2003-11-30,,,true
man_5000m,1009090,,"","","",36,48,,2003-11-30,,,true
man_5000m,1009250,,"","","",42,48,,2003-11-30,,,true
man_5000m,1009620,,"","","",35,48,,2003-11-30,,,true
man_5000m,1024250,,"","","",23,48,,2003-11-30,,,true
man_5000m,1041190,,"","","",21,48,,2003-11-30,,,true
woman_3000m,701510,,"","","",28,48,,2003-11-30,,,true
man_10000m,1893910,,"","","",27,50,,2004-04-11,,,true
man_1500m,252390,,"","","",34,52,,2004-04-29,,,true
man_5000m,889180,記録会,"","","",27,52,,2004-04-29,,,true
man_5000m,964880,,"","","",25,52,,2004-04-29,,,true
man_5000m,972800,,"","","",35,52,,2004-04-29,,,true
man_5000m,977480,,"","","",39,52,,2004-04-29,,,true
man_1500m,259500,,"","","",42,52,,2004-04-29,,,true
man_1500m,267660,,"","","",132,52,,2004-04-29,,,true
man_1500m,252140,決勝,"","","",34,54,,2004-05-22,,,true
man_1500m,255960,予選,"","","",42,54,,2004-05-22,,,true
man_1500m,256600,決勝,"","","",42,54,,2004-05-22,,,true
man_5000m,919840,決勝,"","","",27,54,,2004-05-22,,,true
man_5000m,928710,決勝,"","","",25,54,,2004-05-22,,,true
man_5000m,975790,決勝,"","","",35,54,,2004-05-22,,,true
man_1500m,257980,予選,"","","",39,54,,2004-05-22,,,true
man_1500m,258170,決勝,"","","",39,54,,2004-05-22,,,true
man_1500m,258660,予選,"","","",34,54,,2004-05-22,,,true
man_1500m,250430,,"","","",34,3,,1999-11-28,,,true
man_5000m,925340,,"","","",27,3,,1999-11-28,,,true
man_5000m,961790,,"","","",39,3,,1999-11-28,,,true
man_5000m,992950,,"","","",35,3,,1999-11-28,,,true
man_5000m,1011710,,"","","",25,3,,1999-11-28,,,true
man_800m,125370,,"","","",42,3,,1999-11-28,,,true
man_1500m,253800,,"","","",34,3,,1999-11-28,,,true
man_1500m,255700,,"","","",42,3,,1999-11-28,,,true
man_5000m,897700,,"","","",27,3,,1999-11-28,,,true
man_5000m,955000,,"","","",39,3,,1999-11-28,,,true
man_5000m,963000,,"","","",25,3,,1999-11-28,,,true
man_5000m,1020700,,"","","",35,3,,1999-11-28,,,true
man_1500m,268900,,"","","",48,3,,1999-11-28,,,true
man_1500m,247560,決勝,"","","",27,56,,2004-07-03,,,true
man_1500m,256440,予選,"","","",27,56,,2004-07-03,,,true
man_5000m,932350,決勝,"","","",27,56,,2004-07-03,,,true
man_5000m,959200,決勝,"","","",25,56,,2004-07-03,,,true
man_5000m,973460,決勝,"","","",39,56,,2004-07-03,,,true
man_1500m,259010,予選,"","","",34,56,,2004-07-03,,,true
man_1500m,259320,予選,"","","",42,56,,2004-07-03,,,true
man_1500m,261410,決勝,"","","",34,56,,2004-07-03,,,true
man_1500m,265010,決勝,"","","",42,56,,2004-07-03,,,true
man_800m,128500,予選,"","","",35,56,,2004-07-03,,,true
man_1500m,279870,OP,"","","",50,56,,2004-07-03,,,true
man_800m,135060,予選,"","","",50,56,,2004-07-03,,,true
man_1500m,248240,OP,"","","",34,57,,2004-09-07,,,true
man_1500m,253440,予選,"","","",34,57,,2004-09-07,,,true
man_800m,122740,予選,"","","",34,57,,2004-09-07,,,true
man_5000m,959580,決勝,"","","",39,57,,2004-09-07,,,true
man_5000m,989460,決勝,"","","",25,57,,2004-09-07,,,true
man_5000m,1079460,OP,"","","",50,57,,2004-09-07,,,true
man_10000m,1965290,決勝,"","","",27,57,,2004-09-07,,,true
man_10000m,2292940,決勝,"","","",35,57,,2004-09-07,,,true
man_10000m,2190860,決勝,"","","",25,57,,2004-09-07,,,true
man_3000mSC,620680,決勝,"","","",39,57,,2004-09-07,,,true
man_3000mSC,646800,決勝,"","","",35,57,,2004-09-07,,,true
man_800m,126470,予選,"","","",132,57,,2004-09-07,,,true
man_1500m,263640,OP,"","","",50,57,,2004-09-07,,,true
man_1500m,271010,OP,"","","",132,57,,2004-09-07,,,true
man_1500m,303560,OP,"","","",114,57,,2004-09-07,,,true
man_1500m,251190,予選,"","","",34,58,,2004-09-19,,,true
man_800m,122170,準決勝,"","","",34,58,,2004-09-19,,,true
man_5000m,916250,決勝,"","","",27,58,,2004-09-19,,,true
man_5000m,940770,予選,"","","",27,58,,2004-09-19,,,true
man_5000m,964250,予選,"","","",39,58,,2004-09-19,,,true
man_5000m,991600,予選,"","","",25,58,,2004-09-19,,,true
man_1500m,259110,予選,"","","",25,58,,2004-09-19,,,true
man_1500m,260870,OP,"","","",50,58,,2004-09-19,,,true
man_800m,126640,予選,"","","",132,58,,2004-09-19,,,true
man_1500m,263850,OP,"","","",132,58,,2004-09-19,,,true
man_800m,128180,予選,"","","",34,58,,2004-09-19,,,true
man_1500m,303230,OP,"","","",114,58,,2004-09-19,,,true
man_1500m,249080,,"","","",25,59,,2004-10-16,,,true
man_1500m,249890,,"","","",34,59,,2004-10-16,,,true
man_800m,120810,,"","","",34,59,,2004-10-16,,,true
man_800m,122570,,"","","",132,59,,2004-10-16,,,true
man_1500m,255000,,"","","",27,59,,2004-10-16,,,true
man_5000m,924910,,"","","",27,59,,2004-10-16,,,true
man_5000m,937080,,"","","",25,59,,2004-10-16,,,true
man_5000m,974110,,"","","",39,59,,2004-10-16,,,true
man_1500m,260220,,"","","",42,59,,2004-10-16,,,true
man_800m,126260,,"","","",42,59,,2004-10-16,,,true
man_1500m,265460,,"","","",39,59,,2004-10-16,,,true
man_1500m,267450,,"","","",132,59,,2004-10-16,,,true
man_1500m,267550,,"","","",35,59,,2004-10-16,,,true
man_1500m,293750,,"","","",114,59,,2004-10-16,,,true
man_800m,140240,,"","","",114,59,,2004-10-16,,,true
man_1500m,248100,,"","","",34,60,,2004-10-30,,,true
man_1500m,250800,,"","","",27,60,,2004-10-30,,,true
man_1500m,251500,,"","","",25,60,,2004-10-30,,,true
man_1500m,256100,,"","","",42,60,,2004-10-30,,,true
man_5000m,936500,,"","","",27,60,,2004-10-30,,,true
man_5000m,968900,,"","","",39,60,,2004-10-30,,,true
man_5000m,993700,,"","","",35,60,,2004-10-30,,,true
man_1500m,259700,,"","","",39,60,,2004-10-30,,,true
man_1500m,269900,,"","","",132,60,,2004-10-30,,,true
man_1500m,286000,,"","","",114,60,,2004-10-30,,,true
man_5000m,990100,,"","","",25,62,,2004-11-07,,,true
man_800m,124700,,"","","",132,62,,2004-11-07,,,true
man_800m,126300,,"","","",42,62,,2004-11-07,,,true
man_800m,121020,,"","","",132,64,,2004-11-14,,,true
man_1500m,256240,,"","","",42,64,,2004-11-14,,,true
man_1500m,257500,,"","","",34,64,,2004-11-14,,,true
man_5000m,911890,,"","","",27,64,,2004-11-14,,,true
man_5000m,925820,記録会,"","","",25,64,,2004-11-14,,,true
man_5000m,942110,,"","","",39,64,,2004-11-14,,,true
man_5000m,989020,,"","","",35,64,,2004-11-14,,,true
man_1500m,272230,,"","","",50,64,,2004-11-14,,,true
man_1500m,282200,,"","","",114,64,,2004-11-14,,,true
man_5000m,938280,,"","","",27,65,,2004-11-27,,,true
man_5000m,939380,,"","","",39,65,,2004-11-27,,,true
man_5000m,956980,,"","","",25,65,,2004-11-27,,,true
man_5000m,978670,,"","","",42,65,,2004-11-27,,,true
